month,seed,starting_customers,new_customers,churned_customers,ending_customers,ad_spend,actual_cac,price,gross_revenue,cogs,fixed_cost,total_cost,operating_profit,cash_balance,ltv_estimate,churn_rate,market_difficulty,profitability_margin,arm,gm_trust,fc_trust,pm_trust,om_trust,ceo_trust
17,1234,0,0,0,0,0.0,186.19,0.0,0.0,0.0,5000.0,5000.0,-5000.0,-30000.0,-333.33,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
18,1234,0,0,0,0,0.0,189.58,128.34622050578014,0.0,0.0,5000.0,5000.0,-5000.0,-35000.0,1611.31,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.8123178513024059,0.0,0.5
19,1234,0,0,0,0,0.0,205.58,0.0,0.0,0.0,5000.0,5000.0,-5000.0,-40000.0,-333.33,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
20,1234,0,0,0,0,0.0,196.21,0.0,0.0,0.0,5000.0,5000.0,-5000.0,-45000.0,-333.33,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
21,1234,0,0,0,0,0.0,199.94,137.00269826969145,0.0,0.0,5000.0,5000.0,-5000.0,-50000.0,1742.47,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.8671056852512117,0.0,0.5
22,1234,0,0,0,0,0.0,206.78,120.57307211215165,0.0,0.0,5000.0,5000.0,-5000.0,-55000.0,1493.53,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.7631207095705801,0.0,0.5
23,1234,0,0,0,0,0.0,200.22,122.32271818647375,0.0,0.0,5000.0,5000.0,-5000.0,-60000.0,1520.04,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.7741944189017326,0.0,0.5
24,1234,0,0,0,0,0.0,219.16,133.6567122627927,0.0,0.0,5000.0,5000.0,-5000.0,-65000.0,1691.77,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.8459285586252703,0.0,0.5
25,1234,0,0,0,0,0.0,211.42,0.0,0.0,0.0,5000.0,5000.0,-5000.0,-70000.0,-333.33,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
26,1234,0,0,0,0,0.0,213.56,141.52136108867202,0.0,0.0,5000.0,5000.0,-5000.0,-75000.0,1810.93,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.8957048170169116,0.0,0.5
27,1234,0,0,0,0,0.0,205.71,150.98374437867855,0.0,0.0,5000.0,5000.0,-5000.0,-80000.0,1954.3,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.9555933188523958,0.0,0.5
28,1234,0,0,0,0,0.0,211.83,148.65644289596605,0.0,0.0,5000.0,5000.0,-5000.0,-85000.0,1919.04,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.9408635626326965,0.0,0.5
29,1234,0,0,0,0,0.0,221.11,144.72810792871167,0.0,0.0,5000.0,5000.0,-5000.0,-90000.0,1859.52,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.9160006830931119,0.0,0.5
30,1234,0,0,0,0,0.0,211.37,156.0362981381215,0.0,0.0,5000.0,5000.0,-5000.0,-95000.0,2030.85,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.9875715072033007,0.0,0.5
31,1234,0,0,0,0,0.0,224.98,155.42579728101703,0.0,0.0,5000.0,5000.0,-5000.0,-100000.0,2021.6,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.9837075777279558,0.0,0.5
32,1234,0,0,0,0,0.0,225.45,120.33448169579303,0.0,0.0,5000.0,5000.0,-5000.0,-105000.0,1489.92,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.7616106436442597,0.0,0.5
33,1234,0,0,0,0,0.0,224.12,0.0,0.0,0.0,5000.0,5000.0,-5000.0,-110000.0,-333.33,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
34,1234,0,0,0,0,0.0,221.33,150.75247795673312,0.0,0.0,5000.0,5000.0,-5000.0,-115000.0,1950.8,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.9541296073210958,0.0,0.5
35,1234,0,0,0,0,0.0,225.97,152.87183560635538,0.0,0.0,5000.0,5000.0,-5000.0,-120000.0,1982.91,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.9675432633313632,0.0,0.5
36,1234,0,0,0,0,0.0,239.18,0.0,0.0,0.0,5000.0,5000.0,-5000.0,-125000.0,-333.33,0.066,2.71,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
1,1235,0,0,0,0,0.0,383.59,123.96257931879676,0.0,0.0,5000.0,5000.0,-5000.0,45000.0,1544.89,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7845732868278276,0.8523904505877766,0.5
2,1235,0,0,0,0,0.0,390.53,130.20003366796493,0.0,0.0,5000.0,5000.0,-5000.0,40000.0,1639.39,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.824050845999778,0.8216153970982502,0.5
3,1235,0,0,0,0,0.0,387.74,124.15784027547055,0.0,0.0,5000.0,5000.0,-5000.0,35000.0,1547.85,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7858091156675351,0.0,0.5
4,1235,0,0,0,0,0.0,389.37,0.0,0.0,0.0,5000.0,5000.0,-5000.0,30000.0,-333.33,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
5,1235,0,0,0,0,0.0,407.57,115.2448180679712,0.0,0.0,5000.0,5000.0,-5000.0,25000.0,1412.8,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7293975827086785,0.9660884221953852,0.5
6,1235,0,0,0,0,0.0,405.9,120.93158270096633,0.0,0.0,5000.0,5000.0,-5000.0,20000.0,1498.96,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7653897639301667,0.0,0.5
7,1235,0,0,0,0,0.0,413.72,117.578400692362,0.0,0.0,5000.0,5000.0,-5000.0,15000.0,1448.16,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7441670929896329,0.0,0.5
8,1235,0,0,0,0,0.0,408.96,128.50573231037345,0.0,0.0,5000.0,5000.0,-5000.0,10000.0,1613.72,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.8133274196859078,0.0,0.5
9,1235,0,0,0,0,0.0,425.86,129.17960161037144,0.0,0.0,5000.0,5000.0,-5000.0,5000.0,1623.93,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.8175924152555154,0.0,0.5
10,1235,0,0,0,0,0.0,180.56,128.2693846825539,0.0,0.0,5000.0,5000.0,-5000.0,0.0,1610.14,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.9998,0.8118315486237587,0.0,0.5
11,1235,0,0,0,0,0.0,169.84,124.78518520229731,0.0,0.0,5000.0,5000.0,-5000.0,-5000.0,1557.35,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7897796531790969,0.0,0.5
12,1235,0,0,0,0,0.0,177.88,115.4853306073134,0.0,0.0,5000.0,5000.0,-5000.0,-5000.0,1416.44,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.730919813970338,0.0,0.5
13,1235,0,0,0,0,0.0,178.79,112.33568325952255,0.0,0.0,5000.0,5000.0,-5000.0,-10000.0,1368.72,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7109853370855858,0.0,0.5
14,1235,0,0,0,0,0.0,171.96,115.90270481423296,0.0,0.0,5000.0,5000.0,-5000.0,-15000.0,1422.77,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7335614228748921,0.9152526995507525,0.5
15,1235,0,0,0,0,0.0,176.89,113.34163809805165,0.0,0.0,5000.0,5000.0,-5000.0,-20000.0,1383.96,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7173521398610864,0.0,0.5
16,1235,0,0,0,0,0.0,188.04,114.21426200576954,0.0,0.0,5000.0,5000.0,-5000.0,-25000.0,1397.19,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7228750759858832,0.0,0.5
17,1235,0,0,0,0,0.0,188.97,130.42173881748494,0.0,0.0,5000.0,5000.0,-5000.0,-30000.0,1642.75,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.8254540431486389,0.0,0.5
18,1235,0,0,0,0,0.0,189.81,115.20969433891801,0.0,0.0,5000.0,5000.0,-5000.0,-35000.0,1412.27,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7291752806260634,0.0,0.5
19,1235,0,0,0,0,0.0,189.62,119.46321056912684,0.0,0.0,5000.0,5000.0,-5000.0,-40000.0,1476.72,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7560962694248534,0.0,0.5
20,1235,0,0,0,0,0.0,192.81,119.20710845736868,0.0,0.0,5000.0,5000.0,-5000.0,-45000.0,1472.83,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7544753699833461,0.0,0.5
21,1235,0,0,0,0,0.0,185.02,121.87459812025217,0.0,0.0,5000.0,5000.0,-5000.0,-50000.0,1513.25,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7713582159509631,0.0,0.5
22,1235,0,0,0,0,0.0,201.47,126.62760157919324,0.0,0.0,5000.0,5000.0,-5000.0,-55000.0,1585.27,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.8014405163240078,0.0,0.5
23,1235,0,0,0,0,0.0,202.38,121.3896832883685,0.0,0.0,5000.0,5000.0,-5000.0,-60000.0,1505.9,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7682891347365095,0.0,0.5
24,1235,0,0,0,0,0.0,188.17,115.6799608533546,0.0,0.0,5000.0,5000.0,-5000.0,-65000.0,1419.39,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7321516509705988,0.0,0.5
25,1235,0,0,0,0,0.0,201.35,0.0,0.0,0.0,5000.0,5000.0,-5000.0,-70000.0,-333.33,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
26,1235,0,0,0,0,0.0,194.16,116.93656956557933,0.0,0.0,5000.0,5000.0,-5000.0,-75000.0,1438.43,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7401048706682236,0.0,0.5
27,1235,0,0,0,0,0.0,200.89,118.724078507455,0.0,0.0,5000.0,5000.0,-5000.0,-80000.0,1465.52,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7514182184016139,0.0,0.5
28,1235,0,0,0,0,0.0,207.2,117.90200117760172,0.0,0.0,5000.0,5000.0,-5000.0,-85000.0,1453.06,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7462151973265931,0.0,0.5
29,1235,0,0,0,0,0.0,205.68,120.47390111179223,0.0,0.0,5000.0,5000.0,-5000.0,-90000.0,1492.03,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7624930450113432,0.0,0.5
30,1235,0,0,0,0,0.0,204.63,129.33463983348526,0.0,0.0,5000.0,5000.0,-5000.0,-95000.0,1626.28,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.8185736698321852,0.0,0.5
31,1235,0,0,0,0,0.0,201.42,120.15576519082012,0.0,0.0,5000.0,5000.0,-5000.0,-100000.0,1487.21,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7604795265241779,0.8524762337670412,0.5
32,1235,0,0,0,0,0.0,207.53,118.66532476959877,0.0,0.0,5000.0,5000.0,-5000.0,-105000.0,1464.63,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7510463593012581,0.0,0.5
33,1235,0,0,0,0,0.0,205.27,115.20615865325178,0.0,0.0,5000.0,5000.0,-5000.0,-110000.0,1412.21,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7291529028686822,0.0,0.5
34,1235,0,0,0,0,0.0,219.66,124.62356370645765,0.0,0.0,5000.0,5000.0,-5000.0,-115000.0,1554.9,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7887567323193522,0.864570451227147,0.5
35,1235,0,0,0,0,0.0,209.67,126.2921261059781,0.0,0.0,5000.0,5000.0,-5000.0,-120000.0,1580.18,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.7993172538353044,0.0,0.5
36,1235,0,0,0,0,0.0,222.25,0.0,0.0,0.0,5000.0,5000.0,-5000.0,-125000.0,-333.33,0.066,2.56,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
1,1236,0,0,0,0,0.0,109.96,124.07024310770922,0.0,0.0,5000.0,5000.0,-5000.0,45000.0,1546.52,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.7852547032133494,0.0,0.5
2,1236,0,0,0,0,0.0,110.57,124.70978569848634,0.0,0.0,5000.0,5000.0,-5000.0,40000.0,1556.21,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.7893024411296604,0.0,0.5
3,1236,0,0,0,0,0.0,116.45,0.0,0.0,0.0,5000.0,5000.0,-5000.0,35000.0,-333.33,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
4,1236,0,0,0,0,0.0,108.78,0.0,0.0,0.0,5000.0,5000.0,-5000.0,30000.0,-333.33,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
5,1236,0,0,0,0,0.0,113.51,111.30173860520537,0.0,0.0,5000.0,5000.0,-5000.0,25000.0,1353.06,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.7044413835772492,0.0,0.5
6,1236,0,0,0,0,0.0,107.71,117.44460484152482,0.0,0.0,5000.0,5000.0,-5000.0,20000.0,1446.13,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.7433202838071191,0.0,0.5
7,1236,0,0,0,0,0.0,117.46,123.33813025608285,0.0,0.0,5000.0,5000.0,-5000.0,15000.0,1535.43,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.7806210775701447,0.0,0.5
8,1236,0,0,0,0,0.0,114.33,0.0,0.0,0.0,5000.0,5000.0,-5000.0,10000.0,-333.33,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.8585164268383592,0.0,0.0,0.5
9,1236,0,0,0,0,0.0,126.42,114.55377185693969,0.0,0.0,5000.0,5000.0,-5000.0,5000.0,1402.33,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.7250238725122765,0.0,0.5
10,1236,0,0,0,0,0.0,108.39,118.51679184941538,0.0,0.0,5000.0,5000.0,-5000.0,0.0,1462.38,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.7501062775279455,0.0,0.5
11,1236,0,0,0,0,0.0,100.43,128.26774549726113,0.0,0.0,5000.0,5000.0,-5000.0,-5000.0,1610.12,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.8118211740332983,0.0,0.5
12,1236,0,0,0,0,0.0,109.72,0.0,0.0,0.0,5000.0,5000.0,-5000.0,-5000.0,-333.33,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
13,1236,0,69,0,69,7189.0282991471995,103.75,125.42845994828423,8654.56,1518.0,8000.0,16707.03,-8052.46,-13052.46,1567.1,0.066,1.59,-0.0998,Arm C: CEO Excluded,0.71890282991472,0.0,0.7938510123309128,0.0,0.5
14,1236,69,0,4,65,0.0,111.07,120.17492878445533,7811.37,1430.0,8000.0,9430.0,-1618.63,-14671.09,1487.5,0.066,1.59,-0.2072,Arm C: CEO Excluded,0.0,0.0,0.7606008150914895,0.0,0.5
15,1236,65,0,4,61,0.0,110.24,132.28981417867496,8069.68,1342.0,8000.0,9342.0,-1272.32,-15943.41,1671.06,0.066,1.59,-0.1577,Arm C: CEO Excluded,0.0,0.0,0.8372773049283225,0.0,0.5
16,1236,61,0,4,57,0.0,108.88,122.25695057477388,6968.65,1254.0,8000.0,9254.0,-2285.35,-18228.76,1519.04,0.066,1.59,-0.3279,Arm C: CEO Excluded,0.0,0.0,0.7737781681947714,0.0,0.5
17,1236,57,0,3,54,0.0,113.72,0.0,0.0,1188.0,8000.0,9188.0,-9188.0,-27416.76,-333.33,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
18,1236,54,0,3,51,0.0,105.84,127.70738682512506,6513.08,1122.0,8000.0,9122.0,-2608.92,-30025.68,1601.63,0.066,1.59,-0.4006,Arm C: CEO Excluded,0.0,0.0,0.8082746001590193,0.0,0.5
19,1236,51,0,3,48,0.0,112.64,0.0,0.0,1056.0,5000.0,6056.0,-6056.0,-36081.68,-333.33,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
20,1236,48,0,3,45,0.0,115.79,119.49357074627943,5377.21,990.0,5000.0,5990.0,-612.79,-36694.47,1477.18,0.066,1.59,-0.114,Arm C: CEO Excluded,0.0,0.0,0.7562884224448065,0.0,0.5
21,1236,45,0,2,43,0.0,121.79,133.291410160467,5731.53,946.0,5000.0,5946.0,-214.47,-36908.94,1686.23,0.066,1.59,-0.0374,Arm C: CEO Excluded,0.0,0.0,0.8436165200029556,0.0,0.5
22,1236,43,0,2,41,0.0,112.24,126.92068854541083,5203.75,902.0,5000.0,5902.0,-698.25,-37607.19,1589.71,0.066,1.59,-0.1342,Arm C: CEO Excluded,0.0,0.0,0.8032954971228533,0.0,0.5
23,1236,41,0,2,39,0.0,119.28,133.941303901432,5223.71,858.0,5000.0,5858.0,-634.29,-38241.48,1696.08,0.066,1.59,-0.1214,Arm C: CEO Excluded,0.0,0.0,0.8477297715280507,0.0,0.5
24,1236,39,0,2,37,0.0,120.94,131.66322172564554,4871.54,814.0,5000.0,5814.0,-942.46,-39183.94,1661.56,0.066,1.59,-0.1935,Arm C: CEO Excluded,0.0,0.0,0.8333115299091489,0.0,0.5
25,1236,37,0,2,35,0.0,116.93,0.0,0.0,770.0,5000.0,5770.0,-5770.0,-44953.94,-333.33,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
26,1236,35,0,2,33,0.0,123.49,119.39753741591623,3940.12,726.0,5000.0,5726.0,-1785.88,-46739.82,1475.72,0.066,1.59,-0.4533,Arm C: CEO Excluded,0.0,0.0,0.7556806165564318,0.0,0.5
27,1236,33,0,2,31,0.0,120.79,119.18330479123398,3694.68,682.0,5000.0,5682.0,-1987.32,-48727.14,1472.47,0.066,1.59,-0.5379,Arm C: CEO Excluded,0.0,0.0,0.7543247138685695,0.0,0.5
28,1236,31,0,2,29,0.0,120.9,125.39731592570355,3636.52,638.0,5000.0,5638.0,-2001.48,-50728.62,1566.63,0.066,1.59,-0.5504,Arm C: CEO Excluded,0.0,0.0,0.7936538982639465,0.0,0.5
29,1236,29,0,1,28,0.0,124.45,110.91039248010036,3105.49,616.0,5000.0,5616.0,-2510.51,-53239.13,1347.13,0.066,1.59,-0.8084,Arm C: CEO Excluded,0.0,0.0,0.7019645093677238,0.0,0.5
30,1236,28,0,1,27,0.0,135.96,112.96932170766166,3050.17,594.0,5000.0,5594.0,-2543.83,-55782.96,1378.32,0.066,1.59,-0.834,Arm C: CEO Excluded,0.0,0.0,0.7149957070105168,0.0,0.5
31,1236,27,0,1,26,0.0,131.99,121.25257157320665,3152.57,572.0,5000.0,5572.0,-2419.43,-58202.39,1503.83,0.066,1.59,-0.7674,Arm C: CEO Excluded,0.0,0.0,0.7674213390709281,0.0,0.5
32,1236,26,0,1,25,0.0,129.15,134.27453785348098,3356.86,550.0,5000.0,5550.0,-2193.14,-60395.53,1701.13,0.066,1.59,-0.6533,Arm C: CEO Excluded,0.0,0.0,0.8498388471739302,0.0,0.5
33,1236,25,0,1,24,0.0,123.35,116.63502774199561,2799.24,528.0,5000.0,5528.0,-2728.76,-63124.29,1433.86,0.066,1.59,-0.9748,Arm C: CEO Excluded,0.0,0.0,0.7381963781138963,0.0,0.5
34,1236,24,0,1,23,0.0,138.35,118.21617289181391,2718.97,506.0,5000.0,5506.0,-2787.03,-65911.32,1457.82,0.066,1.59,-1.025,Arm C: CEO Excluded,0.0,0.0,0.7482036258975564,0.0,0.5
35,1236,23,0,1,22,0.0,125.66,0.0,0.0,484.0,5000.0,5484.0,-5484.0,-71395.32,-333.33,0.066,1.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
36,1236,22,0,1,21,0.0,133.43,125.76677779754668,2641.1,462.0,5000.0,5462.0,-2820.9,-74216.22,1572.22,0.066,1.59,-1.0681,Arm C: CEO Excluded,0.0,0.0,0.7959922645414347,0.0,0.5
1,1237,0,0,0,0,0.0,104.34,0.0,0.0,0.0,5000.0,5000.0,-5000.0,45000.0,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
2,1237,0,0,0,0,0.0,109.8,0.0,0.0,0.0,5000.0,5000.0,-5000.0,40000.0,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
3,1237,0,0,0,0,0.0,115.79,111.11374034177723,0.0,0.0,5000.0,5000.0,-5000.0,35000.0,1350.21,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.7032515211504888,0.0,0.5
4,1237,0,0,0,0,0.0,117.44,0.0,0.0,0.0,5000.0,5000.0,-5000.0,30000.0,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
5,1237,0,0,0,0,0.0,105.49,0.0,0.0,0.0,5000.0,5000.0,-5000.0,25000.0,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
6,1237,0,0,0,0,0.0,120.42,157.11388379572048,0.0,0.0,5000.0,5000.0,-5000.0,20000.0,2047.18,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.9943916695931676,0.8222131864141846,0.5
7,1237,0,78,0,78,8113.610724926824,103.4,0.0,0.0,1716.0,8000.0,17829.61,-17829.61,2170.39,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.8113610724926824,0.0,0.0,0.0,0.5
8,1237,78,0,5,73,0.0,115.12,155.10219443021006,11322.46,1606.0,8000.0,9606.0,1716.46,3886.85,2016.7,0.066,0.59,0.1516,Arm C: CEO Excluded,0.0,0.0,0.981659458419051,0.0,0.5
9,1237,73,0,4,69,0.0,113.71,152.5697378036262,10527.31,1518.0,8000.0,9518.0,1009.31,4896.16,1978.33,0.066,0.59,0.0959,Arm C: CEO Excluded,0.0,0.0,0.9656312519216848,0.0,0.5
10,1237,69,0,4,65,0.0,29.76,154.29413816680614,10029.12,1430.0,8000.0,9430.0,599.12,5495.28,2204.9,0.06,0.59,0.0597,Arm C: CEO Excluded,0.0,0.0,0.9765451782709249,0.0,0.5
11,1237,65,0,3,62,0.0,32.63,133.92664634141897,8303.45,1364.0,8000.0,9364.0,-1060.55,4434.73,1865.44,0.06,0.59,-0.1277,Arm C: CEO Excluded,0.0,0.0,0.8476370021608796,0.0,0.5
12,1237,62,0,4,58,0.0,47.38,0.0,0.0,1276.0,8000.0,9276.0,-9276.0,-4841.27,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.7191837606775247,0.5
13,1237,58,0,3,55,0.0,41.0,0.0,0.0,1210.0,8000.0,9210.0,-9210.0,-9210.0,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
14,1237,55,0,3,52,0.0,40.12,0.0,0.0,1144.0,8000.0,9144.0,-9144.0,-18354.0,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
15,1237,52,0,3,49,0.0,49.74,0.0,0.0,1078.0,5000.0,6078.0,-6078.0,-24432.0,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
16,1237,49,0,2,47,0.0,32.2,120.15539153103619,5647.3,1034.0,5000.0,6034.0,-386.7,-24818.7,1635.92,0.06,0.59,-0.0685,Arm C: CEO Excluded,0.0,0.0,0.7604771615888366,0.0,0.5
17,1237,47,0,3,44,0.0,40.84,0.0,0.0,968.0,5000.0,5968.0,-5968.0,-30786.7,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.9995939076559527,0.5
18,1237,44,0,2,42,0.0,43.17,153.60787431242215,6451.53,924.0,5000.0,5924.0,527.53,-30259.17,1994.06,0.066,0.59,0.0818,Arm C: CEO Excluded,0.0,0.0,0.9722017361545706,0.0,0.5
19,1237,42,0,2,40,0.0,40.42,122.51709696922154,4900.68,880.0,5000.0,5880.0,-979.32,-31238.49,1522.99,0.066,0.59,-0.1998,Arm C: CEO Excluded,0.0,0.0,0.7754246643621616,0.0,0.5
20,1237,40,0,2,38,0.0,37.92,155.88413446436675,5923.6,836.0,5000.0,5836.0,87.6,-31150.89,2028.55,0.066,0.59,0.0148,Arm C: CEO Excluded,0.0,0.0,0.9866084459770047,0.0,0.5
21,1237,38,0,2,36,0.0,48.71,0.0,0.0,792.0,5000.0,5792.0,-5792.0,-36942.89,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
22,1237,36,0,2,34,0.0,42.17,131.1387091527128,4458.72,748.0,5000.0,5748.0,-1289.28,-38232.17,1653.62,0.066,0.59,-0.2892,Arm C: CEO Excluded,0.0,0.0,0.8299918300804607,0.0,0.5
23,1237,34,0,2,32,0.0,36.57,0.0,0.0,704.0,5000.0,5704.0,-5704.0,-43936.17,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
24,1237,32,0,2,30,0.0,46.03,0.0,0.0,660.0,5000.0,5660.0,-5660.0,-49596.17,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
25,1237,30,0,1,29,0.0,47.13,135.8047782393419,3938.34,638.0,5000.0,5638.0,-1699.66,-51295.83,1724.31,0.066,0.59,-0.4316,Arm C: CEO Excluded,0.0,0.0,0.8595239129072273,0.0,0.5
26,1237,29,0,1,28,0.0,41.7,0.0,0.0,616.0,5000.0,5616.0,-5616.0,-56911.83,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
27,1237,28,0,1,27,0.0,51.8,155.59178540360838,4200.98,594.0,5000.0,5594.0,-1393.02,-58304.85,2024.12,0.066,0.59,-0.3316,Arm C: CEO Excluded,0.0,0.0,0.9847581354658759,0.0,0.5
28,1237,27,0,1,26,0.0,37.09,0.0,0.0,572.0,5000.0,5572.0,-5572.0,-63876.85,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.0,0.5
29,1237,26,0,1,25,0.0,41.85,0.0,0.0,550.0,5000.0,5550.0,-5550.0,-69426.85,-333.33,0.066,0.59,0.0,Arm C: CEO Excluded,0.0,0.0,0.0,0.9904296999870318,0.5
30,1237,25,0,1,24,0.0,55.59,148.637901844899,3567.31,528.0,5000.0,5528.0,-1960.69,-71387.54,1918.76,0.066,0.59,-0.5496,Arm C: CEO Excluded,0.0,0.0,0.9407462142082216,0.0,0.5
31,1237,24,0,1,23,0.0,57.91,144.1442585939635,3315.32,506.0,5000.0,5506.0,-2190.68,-73578.22,1850.67,0.066,0.59,-0.6608,Arm C: CEO Excluded,0.0,0.0,0.9123054341390097,0.0,0.5
