run_id,seed,month,simulated_date,prediction_id,agent,claim,confidence,claim_source,resolution_source,outcome,trust_before,trust_after,calibration_delta,explanation
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,16,2028-04-01,3aa08926-c0c5-438e-8f4b-ecde4e34e4e7,Product Manager,Month 16 conversion rate will be >= 0.0464.,0.58,market_oracle_pre_decision_signal:seed=7319:month=16,market_oracle_monthly_actual:seed=7319:month=16,True,0.09,0.09,0.0,conversion actual 0.0601 >= 0.0464
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,16,2028-04-01,5d985ad4-ac7f-4ed5-a5b7-5ed74769bd5e,Finance Controller,Month 16 gross revenue will be >= 33546.15.,0.6,market_oracle_pre_decision_signal:seed=7319:month=16,market_oracle_monthly_actual:seed=7319:month=16,True,0.09,0.09,0.0,gross revenue actual 65340.0 >= 33546.15
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,16,2028-04-01,60f66243-fd9b-4eae-8f0b-475d227cb878,Operations Manager,Month 16 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=16,market_oracle_monthly_actual:seed=7319:month=16,True,0.084,0.0844,0.0004,stockout risk actual 0.0512 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,16,2028-04-01,ca8d08a5-54d0-434b-9a2e-1feffb0d2139,Founder CEO,Month 16 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=16,market_oracle_monthly_actual:seed=7319:month=16,False,0.012,0.0112,-0.0008,health score actual 0.2399 < 0.2807
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,17,2028-05-01,a2451f9b-e194-4811-83d1-f4e763cffbea,Growth Marketer,Month 17 CAC will be <= 42.95.,0.62,market_oracle_pre_decision_signal:seed=7319:month=17,market_oracle_monthly_actual:seed=7319:month=17,True,0.5,0.5294,0.0294,CAC actual 36.7 <= 42.95
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,17,2028-05-01,e272719b-559a-4d12-bf1c-dbb0a3c2e0b7,Product Manager,Month 17 conversion rate will be >= 0.0471.,0.58,market_oracle_pre_decision_signal:seed=7319:month=17,market_oracle_monthly_actual:seed=7319:month=17,True,0.09,0.09,0.0,conversion actual 0.0631 >= 0.0471
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,17,2028-05-01,9b6034d8-af4b-4f81-a3c1-59255e861ef5,Finance Controller,Month 17 gross revenue will be >= 36516.15.,0.6,market_oracle_pre_decision_signal:seed=7319:month=17,market_oracle_monthly_actual:seed=7319:month=17,True,0.09,0.09,0.0,gross revenue actual 70983.0 >= 36516.15
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,17,2028-05-01,49613b50-93c7-4d5e-b3ac-d33f1aa7749b,Operations Manager,Month 17 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=17,market_oracle_monthly_actual:seed=7319:month=17,True,0.0844,0.0847,0.0003,stockout risk actual 0.0502 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,17,2028-05-01,ed96488b-d55b-49b6-a68b-37b9de490567,Founder CEO,Month 17 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=17,market_oracle_monthly_actual:seed=7319:month=17,False,0.0112,0.0106,-0.0006,health score actual 0.2367 < 0.2499
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,18,2028-06-01,d57aa199-ff0a-4815-b6f2-6110355b4629,Growth Marketer,Month 18 CAC will be <= 38.07.,0.62,market_oracle_pre_decision_signal:seed=7319:month=18,market_oracle_monthly_actual:seed=7319:month=18,False,0.5294,0.5,-0.0294,CAC actual 44.44 > 38.07
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,18,2028-06-01,0c1fe276-43b0-4dd0-9b93-0f2c2f5681fe,Product Manager,Month 18 conversion rate will be >= 0.0477.,0.58,market_oracle_pre_decision_signal:seed=7319:month=18,market_oracle_monthly_actual:seed=7319:month=18,True,0.09,0.09,0.0,conversion actual 0.0559 >= 0.0477
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,18,2028-06-01,fe3b4c75-68c6-4072-bea4-dc410510bd91,Finance Controller,Month 18 gross revenue will be >= 39040.65.,0.6,market_oracle_pre_decision_signal:seed=7319:month=18,market_oracle_monthly_actual:seed=7319:month=18,True,0.09,0.09,0.0,gross revenue actual 73872.0 >= 39040.65
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,18,2028-06-01,ff292ac5-2e38-4f70-beec-97296c1f747b,Operations Manager,Month 18 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=18,market_oracle_monthly_actual:seed=7319:month=18,True,0.0847,0.085,0.0003,stockout risk actual 0.0493 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,18,2028-06-01,b0a106c1-1108-4cf9-b60a-b6839a497454,Founder CEO,Month 18 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=18,market_oracle_monthly_actual:seed=7319:month=18,False,0.0106,0.01,-0.0006,health score actual 0.2181 < 0.2467
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,19,2028-07-01,fddefa2c-7c56-41ff-a9fd-0a86eeba805b,Growth Marketer,Month 19 CAC will be <= 42.04.,0.62,market_oracle_pre_decision_signal:seed=7319:month=19,market_oracle_monthly_actual:seed=7319:month=19,False,0.5,0.3789,-0.1211,CAC actual 43.01 > 42.04
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,19,2028-07-01,b147217e-5070-4e8a-84cb-6eb5b0454d12,Product Manager,Month 19 conversion rate will be >= 0.0459.,0.58,market_oracle_pre_decision_signal:seed=7319:month=19,market_oracle_monthly_actual:seed=7319:month=19,True,0.09,0.09,0.0,conversion actual 0.0626 >= 0.0459
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,19,2028-07-01,9419d2d6-e96e-4947-9c47-0156ab533c4b,Finance Controller,Month 19 gross revenue will be >= 40154.40.,0.6,market_oracle_pre_decision_signal:seed=7319:month=19,market_oracle_monthly_actual:seed=7319:month=19,True,0.09,0.09,0.0,gross revenue actual 76896.0 >= 40154.40
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,19,2028-07-01,ae45a0b6-1b5a-4540-a6d0-a5120cf66a85,Operations Manager,Month 19 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=19,market_oracle_monthly_actual:seed=7319:month=19,True,0.085,0.0853,0.0003,stockout risk actual 0.0483 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,19,2028-07-01,609c9e6a-704c-43b6-9e56-dede5233e012,Founder CEO,Month 19 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=19,market_oracle_monthly_actual:seed=7319:month=19,False,0.01,0.0095,-0.0005,health score actual 0.1986 < 0.2281
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,20,2028-08-01,262ddc45-ffc5-47b8-8a92-b0d329ec1da3,Growth Marketer,Month 20 CAC will be <= 40.82.,0.62,market_oracle_pre_decision_signal:seed=7319:month=20,market_oracle_monthly_actual:seed=7319:month=20,True,0.3789,0.5,0.1211,CAC actual 36.92 <= 40.82
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,20,2028-08-01,541959ac-51cc-4fb9-8e01-8e5bcd571105,Product Manager,Month 20 conversion rate will be >= 0.0505.,0.58,market_oracle_pre_decision_signal:seed=7319:month=20,market_oracle_monthly_actual:seed=7319:month=20,True,0.09,0.09,0.0,conversion actual 0.0592 >= 0.0505
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,20,2028-08-01,2761ee2c-2760-4155-bf30-a5354f4eb5b0,Finance Controller,Month 20 gross revenue will be >= 41839.88.,0.6,market_oracle_pre_decision_signal:seed=7319:month=20,market_oracle_monthly_actual:seed=7319:month=20,True,0.09,0.09,0.0,gross revenue actual 81081.0 >= 41839.88
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,20,2028-08-01,b69e701b-1993-411c-9604-7a9629fc2f3e,Operations Manager,Month 20 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=20,market_oracle_monthly_actual:seed=7319:month=20,True,0.0853,0.0855,0.0002,stockout risk actual 0.0474 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,20,2028-08-01,82f120b8-97b1-4c6c-95dd-f9fdedfe7b36,Founder CEO,Month 20 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=20,market_oracle_monthly_actual:seed=7319:month=20,False,0.0095,0.009,-0.0005,health score actual 0.1665 < 0.2086
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,21,2028-09-01,20931226-091b-4f78-8893-9320bd54dc95,Growth Marketer,Month 21 CAC will be <= 41.78.,0.62,market_oracle_pre_decision_signal:seed=7319:month=21,market_oracle_monthly_actual:seed=7319:month=21,True,0.5,0.5238,0.0238,CAC actual 39.47 <= 41.78
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,21,2028-09-01,713f85c6-debe-4b0a-b431-b94d56a269a8,Product Manager,Month 21 conversion rate will be >= 0.0497.,0.58,market_oracle_pre_decision_signal:seed=7319:month=21,market_oracle_monthly_actual:seed=7319:month=21,True,0.09,0.09,0.0,conversion actual 0.0641 >= 0.0497
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,21,2028-09-01,4d03d42d-8da7-4d05-9e03-9e038bf7fe4b,Finance Controller,Month 21 gross revenue will be >= 45017.78.,0.6,market_oracle_pre_decision_signal:seed=7319:month=21,market_oracle_monthly_actual:seed=7319:month=21,True,0.09,0.09,0.0,gross revenue actual 85671.0 >= 45017.78
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,21,2028-09-01,c9b70c57-4729-4caa-a992-a1636b269f23,Operations Manager,Month 21 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=21,market_oracle_monthly_actual:seed=7319:month=21,True,0.0855,0.0857,0.0002,stockout risk actual 0.0464 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,21,2028-09-01,5373ac82-3d1e-4198-a99a-11305f2e0f5f,Founder CEO,Month 21 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=21,market_oracle_monthly_actual:seed=7319:month=21,False,0.009,0.0086,-0.0004,health score actual 0.1514 < 0.1765
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,22,2028-10-01,29891e2f-2f7f-4bdc-adcf-6a8137554a14,Growth Marketer,Month 22 CAC will be <= 46.73.,0.62,market_oracle_pre_decision_signal:seed=7319:month=22,market_oracle_monthly_actual:seed=7319:month=22,True,0.5238,0.5455,0.0217,CAC actual 38.83 <= 46.73
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,22,2028-10-01,2451bdc2-e100-4c39-aae2-2ea6a973cd4e,Product Manager,Month 22 conversion rate will be >= 0.0514.,0.58,market_oracle_pre_decision_signal:seed=7319:month=22,market_oracle_monthly_actual:seed=7319:month=22,True,0.09,0.09,0.0,conversion actual 0.0652 >= 0.0514
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,22,2028-10-01,d74e2fbe-535d-4b14-a04c-39b414fc9739,Finance Controller,Month 22 gross revenue will be >= 47163.60.,0.6,market_oracle_pre_decision_signal:seed=7319:month=22,market_oracle_monthly_actual:seed=7319:month=22,True,0.09,0.09,0.0,gross revenue actual 89991.0 >= 47163.60
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,22,2028-10-01,ddaebb7e-fa96-423e-aa9d-f32aa8bd7ba1,Operations Manager,Month 22 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=22,market_oracle_monthly_actual:seed=7319:month=22,True,0.0857,0.0859,0.0002,stockout risk actual 0.0454 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,22,2028-10-01,ec441785-96b4-445d-9fec-c6a0a0373601,Founder CEO,Month 22 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=22,market_oracle_monthly_actual:seed=7319:month=22,False,0.0086,0.0082,-0.0004,health score actual 0.1246 < 0.1614
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,23,2028-11-01,835344c2-8a56-4c14-8c09-c4a8b3ef24d4,Growth Marketer,Month 23 CAC will be <= 41.83.,0.62,market_oracle_pre_decision_signal:seed=7319:month=23,market_oracle_monthly_actual:seed=7319:month=23,False,0.5455,0.5217,-0.0238,CAC actual 44.44 > 41.83
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,23,2028-11-01,6e381d6b-6571-479a-bd0e-e8ff8ede3ef0,Product Manager,Month 23 conversion rate will be >= 0.0502.,0.58,market_oracle_pre_decision_signal:seed=7319:month=23,market_oracle_monthly_actual:seed=7319:month=23,True,0.09,0.09,0.0,conversion actual 0.0584 >= 0.0502
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,23,2028-11-01,2b5efdbd-a68b-4c17-9611-4a668e0a4bd7,Finance Controller,Month 23 gross revenue will be >= 49160.93.,0.6,market_oracle_pre_decision_signal:seed=7319:month=23,market_oracle_monthly_actual:seed=7319:month=23,True,0.09,0.09,0.0,gross revenue actual 92502.0 >= 49160.93
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,23,2028-11-01,2fb23fa1-d53a-4daf-90ad-af354d93c78c,Operations Manager,Month 23 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=23,market_oracle_monthly_actual:seed=7319:month=23,True,0.0859,0.0861,0.0002,stockout risk actual 0.0448 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,23,2028-11-01,2b0b256b-e818-475f-acf3-80ee4323f572,Founder CEO,Month 23 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=23,market_oracle_monthly_actual:seed=7319:month=23,False,0.0082,0.0078,-0.0004,health score actual 0.1067 < 0.1346
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,24,2028-12-01,fd4b0c79-83f0-425b-b78e-0380a068897f,Growth Marketer,Month 24 CAC will be <= 45.06.,0.62,market_oracle_pre_decision_signal:seed=7319:month=24,market_oracle_monthly_actual:seed=7319:month=24,True,0.5217,0.5417,0.02,CAC actual 41.38 <= 45.06
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,24,2028-12-01,704a9841-874c-4a15-83aa-00e371ae1050,Product Manager,Month 24 conversion rate will be >= 0.0530.,0.58,market_oracle_pre_decision_signal:seed=7319:month=24,market_oracle_monthly_actual:seed=7319:month=24,True,0.09,0.09,0.0,conversion actual 0.0642 >= 0.0530
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,24,2028-12-01,114b534b-e517-47f0-aec1-6a387b1fb43d,Finance Controller,Month 24 gross revenue will be >= 51247.35.,0.6,market_oracle_pre_decision_signal:seed=7319:month=24,market_oracle_monthly_actual:seed=7319:month=24,True,0.09,0.09,0.0,gross revenue actual 97362.0 >= 51247.35
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,24,2028-12-01,cf9341de-dc56-4519-8ac6-0456f06f59f7,Operations Manager,Month 24 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=24,market_oracle_monthly_actual:seed=7319:month=24,True,0.0861,0.0862,0.0001,stockout risk actual 0.0448 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,24,2028-12-01,001b8934-f603-43ba-bfc5-3b03eaf21082,Founder CEO,Month 24 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=24,market_oracle_monthly_actual:seed=7319:month=24,False,0.0078,0.0075,-0.0003,health score actual 0.0773 < 0.1167
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,25,2029-01-01,5c3294f0-74bc-4aad-b03a-f1ca60df8e84,Growth Marketer,Month 25 CAC will be <= 46.38.,0.62,market_oracle_pre_decision_signal:seed=7319:month=25,market_oracle_monthly_actual:seed=7319:month=25,True,0.5417,0.56,0.0183,CAC actual 38.22 <= 46.38
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,25,2029-01-01,a4d24815-f826-461b-ac70-1b99b8e5c2a6,Product Manager,Month 25 conversion rate will be >= 0.0514.,0.58,market_oracle_pre_decision_signal:seed=7319:month=25,market_oracle_monthly_actual:seed=7319:month=25,True,0.09,0.09,0.0,conversion actual 0.058 >= 0.0514
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,25,2029-01-01,f3fbab69-b95f-447b-8f9a-f751b6a8ac26,Finance Controller,Month 25 gross revenue will be >= 53081.33.,0.6,market_oracle_pre_decision_signal:seed=7319:month=25,market_oracle_monthly_actual:seed=7319:month=25,True,0.09,0.09,0.0,gross revenue actual 101088.0 >= 53081.33
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,25,2029-01-01,22019dbf-8a77-4f04-b25f-6c5db1e1ce09,Operations Manager,Month 25 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=25,market_oracle_monthly_actual:seed=7319:month=25,True,0.0862,0.0864,0.0002,stockout risk actual 0.0448 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,25,2029-01-01,64284bfb-6043-4659-a8d2-ae2f187c7f89,Founder CEO,Month 25 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=25,market_oracle_monthly_actual:seed=7319:month=25,False,0.0075,0.0072,-0.0003,health score actual 0.0627 < 0.0873
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,26,2029-02-01,7ec8f7ff-490e-493f-86d5-115db23148e5,Growth Marketer,Month 26 CAC will be <= 45.89.,0.62,market_oracle_pre_decision_signal:seed=7319:month=26,market_oracle_monthly_actual:seed=7319:month=26,True,0.56,0.5769,0.0169,CAC actual 33.99 <= 45.89
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,26,2029-02-01,327250f1-9260-453b-8f78-191966608ad5,Product Manager,Month 26 conversion rate will be >= 0.0506.,0.58,market_oracle_pre_decision_signal:seed=7319:month=26,market_oracle_monthly_actual:seed=7319:month=26,True,0.09,0.09,0.0,conversion actual 0.0672 >= 0.0506
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,26,2029-02-01,6c809cea-e6a8-4fa6-b065-bfe72e95098d,Finance Controller,Month 26 gross revenue will be >= 55709.78.,0.6,market_oracle_pre_decision_signal:seed=7319:month=26,market_oracle_monthly_actual:seed=7319:month=26,True,0.09,0.09,0.0,gross revenue actual 106596.0 >= 55709.78
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,26,2029-02-01,95f16c75-e903-44ff-a5c3-fe4d40908ccc,Operations Manager,Month 26 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=26,market_oracle_monthly_actual:seed=7319:month=26,True,0.0864,0.0865,0.0001,stockout risk actual 0.0448 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,26,2029-02-01,5168d725-b59a-4664-bd9c-b74eeeea560b,Founder CEO,Month 26 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=26,market_oracle_monthly_actual:seed=7319:month=26,False,0.0072,0.0069,-0.0003,health score actual 0.0561 < 0.0727
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,27,2029-03-01,61517bd2-08d1-4dd2-86c6-9487c3898a9e,Growth Marketer,Month 27 CAC will be <= 41.00.,0.62,market_oracle_pre_decision_signal:seed=7319:month=27,market_oracle_monthly_actual:seed=7319:month=27,True,0.5769,0.5926,0.0157,CAC actual 37.97 <= 41.00
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,27,2029-03-01,26268276-a043-48f2-909e-526487603da0,Product Manager,Month 27 conversion rate will be >= 0.0528.,0.58,market_oracle_pre_decision_signal:seed=7319:month=27,market_oracle_monthly_actual:seed=7319:month=27,True,0.09,0.09,0.0,conversion actual 0.0562 >= 0.0528
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,27,2029-03-01,241e3e00-2d70-4dc8-afcd-acc2be768090,Finance Controller,Month 27 gross revenue will be >= 58880.25.,0.6,market_oracle_pre_decision_signal:seed=7319:month=27,market_oracle_monthly_actual:seed=7319:month=27,True,0.09,0.09,0.0,gross revenue actual 110970.0 >= 58880.25
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,27,2029-03-01,b702e9df-9d65-469b-88b3-4c1f66ddac83,Operations Manager,Month 27 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=27,market_oracle_monthly_actual:seed=7319:month=27,True,0.0865,0.0867,0.0002,stockout risk actual 0.0448 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,27,2029-03-01,fe050d88-2b78-4902-9663-6c16f54e2572,Founder CEO,Month 27 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=27,market_oracle_monthly_actual:seed=7319:month=27,False,0.0069,0.0067,-0.0002,health score actual 0.0172 < 0.0661
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,28,2029-04-01,8cea6649-79fc-4d56-8115-a000bd702fa3,Growth Marketer,Month 28 CAC will be <= 47.19.,0.62,market_oracle_pre_decision_signal:seed=7319:month=28,market_oracle_monthly_actual:seed=7319:month=28,True,0.5926,0.6071,0.0145,CAC actual 34.09 <= 47.19
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,28,2029-04-01,cdb1c5f0-a33e-4ed5-80bd-3077d4b1616f,Product Manager,Month 28 conversion rate will be >= 0.0471.,0.58,market_oracle_pre_decision_signal:seed=7319:month=28,market_oracle_monthly_actual:seed=7319:month=28,True,0.09,0.09,0.0,conversion actual 0.062 >= 0.0471
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,28,2029-04-01,b7f06f72-4ed8-47ec-a0be-a332770288d1,Finance Controller,Month 28 gross revenue will be >= 61315.65.,0.6,market_oracle_pre_decision_signal:seed=7319:month=28,market_oracle_monthly_actual:seed=7319:month=28,True,0.09,0.09,0.0,gross revenue actual 116721.0 >= 61315.65
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,28,2029-04-01,ccc51196-86d0-40b2-9cc1-19aed973eb37,Operations Manager,Month 28 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=28,market_oracle_monthly_actual:seed=7319:month=28,True,0.0867,0.0868,0.0001,stockout risk actual 0.0448 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,28,2029-04-01,7f0b8f75-7ea0-4495-bff5-4e58fad1f932,Founder CEO,Month 28 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=28,market_oracle_monthly_actual:seed=7319:month=28,False,0.0067,0.0064,-0.0003,health score actual 0.0072 < 0.0272
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,29,2029-05-01,9f8a3c6c-1caa-43a0-958c-34b93c9b1bba,Growth Marketer,Month 29 CAC will be <= 47.29.,0.62,market_oracle_pre_decision_signal:seed=7319:month=29,market_oracle_monthly_actual:seed=7319:month=29,True,0.6071,0.6207,0.0136,CAC actual 36.36 <= 47.29
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,29,2029-05-01,0f60f497-d0d6-4f17-816a-a1a4011d0891,Product Manager,Month 29 conversion rate will be >= 0.0473.,0.58,market_oracle_pre_decision_signal:seed=7319:month=29,market_oracle_monthly_actual:seed=7319:month=29,True,0.09,0.09,0.0,conversion actual 0.0531 >= 0.0473
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,29,2029-05-01,bfe19e7b-e335-4ef4-a86c-8f16be0be46a,Finance Controller,Month 29 gross revenue will be >= 64627.20.,0.6,market_oracle_pre_decision_signal:seed=7319:month=29,market_oracle_monthly_actual:seed=7319:month=29,True,0.09,0.09,0.0,gross revenue actual 121797.0 >= 64627.20
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,29,2029-05-01,d5268aec-fe83-481c-8d5a-33a2f685d301,Operations Manager,Month 29 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=29,market_oracle_monthly_actual:seed=7319:month=29,True,0.0868,0.0869,0.0001,stockout risk actual 0.0448 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,29,2029-05-01,0797798e-ffb9-4683-8240-9134a1fa3fea,Founder CEO,Month 29 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=29,market_oracle_monthly_actual:seed=7319:month=29,False,0.0064,0.0062,-0.0002,health score actual -0.0218 < 0.0172
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,30,2029-06-01,e4d650bb-8424-493f-b0b3-ff19d4790e3b,Growth Marketer,Month 30 CAC will be <= 46.84.,0.62,market_oracle_pre_decision_signal:seed=7319:month=30,market_oracle_monthly_actual:seed=7319:month=30,True,0.6207,0.6333,0.0126,CAC actual 33.43 <= 46.84
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,30,2029-06-01,eea1e4f1-9d61-49f4-abc2-6ee158adc150,Product Manager,Month 30 conversion rate will be >= 0.0509.,0.58,market_oracle_pre_decision_signal:seed=7319:month=30,market_oracle_monthly_actual:seed=7319:month=30,True,0.09,0.09,0.0,conversion actual 0.0587 >= 0.0509
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,30,2029-06-01,547450f6-d406-4199-a51c-423515b15621,Finance Controller,Month 30 gross revenue will be >= 66513.15.,0.6,market_oracle_pre_decision_signal:seed=7319:month=30,market_oracle_monthly_actual:seed=7319:month=30,True,0.09,0.09,0.0,gross revenue actual 126171.0 >= 66513.15
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,30,2029-06-01,7d7fb330-6ecb-4e48-bd7f-5acd089d708a,Operations Manager,Month 30 stockout risk will be <= 0.1600.,0.64,market_oracle_pre_decision_signal:seed=7319:month=30,market_oracle_monthly_actual:seed=7319:month=30,True,0.0869,0.087,0.0001,stockout risk actual 0.0448 <= 0.1600
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,30,2029-06-01,cad0ddaf-ca19-46a5-8a27-0107dd58d458,Founder CEO,Month 30 strategy will improve business health score.,0.56,market_oracle_pre_decision_signal:seed=7319:month=30,market_oracle_monthly_actual:seed=7319:month=30,False,0.0062,0.006,-0.0002,health score actual -0.0187 < -0.0118
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,31,2029-07-01,63b862ab-c635-40a7-8496-dc8d2c66f00b,Growth Marketer,Month 31 CAC will be <= 49.10.,0.62,market_oracle_pre_decision_signal:seed=7319:month=31,market_oracle_monthly_actual:seed=7319:month=31,True,0.6333,0.6452,0.0119,CAC actual 32.97 <= 49.10
pawdent-0476b188-783f-4265-8a7a-65bfa05a0684,7319,31,2029-07-01,2b40cdbc-4031-444e-a46b-c4d04517574d,Product Manager,Month 31 conversion rate will be >= 0.0482.,0.58,market_oracle_pre_decision_signal:seed=7319:month=31,market_oracle_monthly_actual:seed=7319:month=31,True,0.09,0.09,0.0,conversion actual 0.0642 >= 0.0482
